characteristic, value, user_id, study_name, 
birthyear,1976,11641737,alexandersanchez.exemplars1,
religionid,2,11641737,alexandersanchez.exemplars1,
genoccupation,25-,11641737,alexandersanchez.exemplars1,
occupation,25-2000,11641737,alexandersanchez.exemplars1,
education,7,11641737,alexandersanchez.exemplars1,
birthmonth,9,11641737,alexandersanchez.exemplars1,
religion,catholic,11641737,alexandersanchez.exemplars1,
gender,f,11641737,alexandersanchez.exemplars1,
relfamily,romancatholic,11641737,alexandersanchez.exemplars1,
citizenship,us,11641737,alexandersanchez.exemplars1,
residence,us,11641737,alexandersanchez.exemplars1,
raceethnic,white,11641737,alexandersanchez.exemplars1,
state,wi,11641737,alexandersanchez.exemplars1,
religionid,1,11641738,alexandersanchez.exemplars1,
birthmonth,10,11641738,alexandersanchez.exemplars1,
education,11,11641738,alexandersanchez.exemplars1,
birthyear,1969,11641738,alexandersanchez.exemplars1,
politicalid,2,11641738,alexandersanchez.exemplars1,
genoccupation,25-,11641738,alexandersanchez.exemplars1,
occupation,25-2000,11641738,alexandersanchez.exemplars1,
relfamily,agnostic,11641738,alexandersanchez.exemplars1,
gender,m,11641738,alexandersanchez.exemplars1,
state,mn,11641738,alexandersanchez.exemplars1,
religion,none,11641738,alexandersanchez.exemplars1,
citizenship,us,11641738,alexandersanchez.exemplars1,
residence,us,11641738,alexandersanchez.exemplars1,
raceethnic,white,11641738,alexandersanchez.exemplars1,
politicalid,0,11641740,alexandersanchez.exemplars1,
religionid,1,11641740,alexandersanchez.exemplars1,
birthmonth,12,11641740,alexandersanchez.exemplars1,
birthyear,1997,11641740,alexandersanchez.exemplars1,
genoccupation,25-,11641740,alexandersanchez.exemplars1,
occupation,25-2000,11641740,alexandersanchez.exemplars1,
education,7,11641740,alexandersanchez.exemplars1,
gender,f,11641740,alexandersanchez.exemplars1,
religion,none,11641740,alexandersanchez.exemplars1,
relfamily,othernone,11641740,alexandersanchez.exemplars1,
citizenship,us,11641740,alexandersanchez.exemplars1,
residence,us,11641740,alexandersanchez.exemplars1,
raceethnic,white,11641740,alexandersanchez.exemplars1,
state,wi,11641740,alexandersanchez.exemplars1,
politicalid,-2,11641742,alexandersanchez.exemplars1,
birthyear,1987,11641742,alexandersanchez.exemplars1,
genoccupation,25-,11641742,alexandersanchez.exemplars1,
occupation,25-3000,11641742,alexandersanchez.exemplars1,
religionid,3,11641742,alexandersanchez.exemplars1,
birthmonth,4,11641742,alexandersanchez.exemplars1,
education,6,11641742,alexandersanchez.exemplars1,
relfamily,churchofgod,11641742,alexandersanchez.exemplars1,
gender,f,11641742,alexandersanchez.exemplars1,
state,pa,11641742,alexandersanchez.exemplars1,
religion,protestant,11641742,alexandersanchez.exemplars1,
residence,sm,11641742,alexandersanchez.exemplars1,
reldenom,unknownchurchofgod,11641742,alexandersanchez.exemplars1,
citizenship,us,11641742,alexandersanchez.exemplars1,
raceethnic,white,11641742,alexandersanchez.exemplars1,
politicalid,0,11641743,alexandersanchez.exemplars1,
religionid,1,11641743,alexandersanchez.exemplars1,
birthmonth,10,11641743,alexandersanchez.exemplars1,
birthyear,1987,11641743,alexandersanchez.exemplars1,
genoccupation,25-,11641743,alexandersanchez.exemplars1,
occupation,25-2000,11641743,alexandersanchez.exemplars1,
education,7,11641743,alexandersanchez.exemplars1,
gender,m,11641743,alexandersanchez.exemplars1,
raceethnic,multi,11641743,alexandersanchez.exemplars1,
relfamily,notlisted,11641743,alexandersanchez.exemplars1,
multi_asian,null,11641743,alexandersanchez.exemplars1,
multi_black,null,11641743,alexandersanchez.exemplars1,
multi_hispanic,null,11641743,alexandersanchez.exemplars1,
multi_middleeastern,null,11641743,alexandersanchez.exemplars1,
multi_native,null,11641743,alexandersanchez.exemplars1,
multi_pacificislander,null,11641743,alexandersanchez.exemplars1,
multi_white,null,11641743,alexandersanchez.exemplars1,
religion,otherrelig,11641743,alexandersanchez.exemplars1,
citizenship,us,11641743,alexandersanchez.exemplars1,
residence,us,11641743,alexandersanchez.exemplars1,
state,wi,11641743,alexandersanchez.exemplars1,
birthyear,1981,11641747,alexandersanchez.exemplars1,
politicalid,2,11641747,alexandersanchez.exemplars1,
genoccupation,25-,11641747,alexandersanchez.exemplars1,
occupation,25-2000,11641747,alexandersanchez.exemplars1,
religionid,3,11641747,alexandersanchez.exemplars1,
birthmonth,4,11641747,alexandersanchez.exemplars1,
education,8,11641747,alexandersanchez.exemplars1,
gender,f,11641747,alexandersanchez.exemplars1,
relfamily,lutheran,11641747,alexandersanchez.exemplars1,
reldenom,lutheranchurchmissouri,11641747,alexandersanchez.exemplars1,
religion,protestant,11641747,alexandersanchez.exemplars1,
citizenship,us,11641747,alexandersanchez.exemplars1,
residence,us,11641747,alexandersanchez.exemplars1,
raceethnic,white,11641747,alexandersanchez.exemplars1,
state,wi,11641747,alexandersanchez.exemplars1,
politicalid,0,11641748,alexandersanchez.exemplars1,
birthmonth,1,11641748,alexandersanchez.exemplars1,
education,11,11641748,alexandersanchez.exemplars1,
birthyear,1966,11641748,alexandersanchez.exemplars1,
religionid,2,11641748,alexandersanchez.exemplars1,
occupation,29-1000,11641748,alexandersanchez.exemplars1,
genoccupation,2931,11641748,alexandersanchez.exemplars1,
gender,f,11641748,alexandersanchez.exemplars1,
relfamily,methodist,11641748,alexandersanchez.exemplars1,
state,oh,11641748,alexandersanchez.exemplars1,
religion,protestant,11641748,alexandersanchez.exemplars1,
reldenom,unitedmethodist,11641748,alexandersanchez.exemplars1,
citizenship,us,11641748,alexandersanchez.exemplars1,
residence,us,11641748,alexandersanchez.exemplars1,
raceethnic,white,11641748,alexandersanchez.exemplars1,
birthyear,1992,11641749,alexandersanchez.exemplars1,
politicalid,2,11641749,alexandersanchez.exemplars1,
religionid,2,11641749,alexandersanchez.exemplars1,
genoccupation,25-,11641749,alexandersanchez.exemplars1,
occupation,25-9000,11641749,alexandersanchez.exemplars1,
birthmonth,7,11641749,alexandersanchez.exemplars1,
education,9,11641749,alexandersanchez.exemplars1,
religion,catholic,11641749,alexandersanchez.exemplars1,
gender,f,11641749,alexandersanchez.exemplars1,
relfamily,null,11641749,alexandersanchez.exemplars1,
citizenship,us,11641749,alexandersanchez.exemplars1,
residence,us,11641749,alexandersanchez.exemplars1,
raceethnic,white,11641749,alexandersanchez.exemplars1,
state,wi,11641749,alexandersanchez.exemplars1,
religionid,1,11641750,alexandersanchez.exemplars1,
birthyear,1998,11641750,alexandersanchez.exemplars1,
genoccupation,25-,11641750,alexandersanchez.exemplars1,
occupation,25-9999,11641750,alexandersanchez.exemplars1,
politicalid,3,11641750,alexandersanchez.exemplars1,
birthmonth,7,11641750,alexandersanchez.exemplars1,
education,7,11641750,alexandersanchez.exemplars1,
gender,f,11641750,alexandersanchez.exemplars1,
religion,none,11641750,alexandersanchez.exemplars1,
relfamily,othernone,11641750,alexandersanchez.exemplars1,
citizenship,us,11641750,alexandersanchez.exemplars1,
residence,us,11641750,alexandersanchez.exemplars1,
raceethnic,white,11641750,alexandersanchez.exemplars1,
state,wi,11641750,alexandersanchez.exemplars1,
politicalid,1,11641751,alexandersanchez.exemplars1,
birthyear,1995,11641751,alexandersanchez.exemplars1,
religionid,2,11641751,alexandersanchez.exemplars1,
genoccupation,25-,11641751,alexandersanchez.exemplars1,
occupation,25-2000,11641751,alexandersanchez.exemplars1,
education,7,11641751,alexandersanchez.exemplars1,
birthmonth,9,11641751,alexandersanchez.exemplars1,
relfamily,lutheran,11641751,alexandersanchez.exemplars1,
reldenom,lutheranchurchmissouri,11641751,alexandersanchez.exemplars1,
gender,m,11641751,alexandersanchez.exemplars1,
state,null,11641751,alexandersanchez.exemplars1,
religion,protestant,11641751,alexandersanchez.exemplars1,
citizenship,us,11641751,alexandersanchez.exemplars1,
residence,us,11641751,alexandersanchez.exemplars1,
raceethnic,white,11641751,alexandersanchez.exemplars1,
politicalid,1,11641752,alexandersanchez.exemplars1,
birthmonth,10,11641752,alexandersanchez.exemplars1,
birthyear,1982,11641752,alexandersanchez.exemplars1,
religionid,2,11641752,alexandersanchez.exemplars1,
education,9,11641752,alexandersanchez.exemplars1,
religion,catholic,11641752,alexandersanchez.exemplars1,
gender,f,11641752,alexandersanchez.exemplars1,
state,ma,11641752,alexandersanchez.exemplars1,
genoccupation,null,11641752,alexandersanchez.exemplars1,
relfamily,romancatholic,11641752,alexandersanchez.exemplars1,
citizenship,us,11641752,alexandersanchez.exemplars1,
residence,us,11641752,alexandersanchez.exemplars1,
raceethnic,white,11641752,alexandersanchez.exemplars1,
politicalid,0,11641753,alexandersanchez.exemplars1,
birthmonth,11,11641753,alexandersanchez.exemplars1,
birthyear,1980,11641753,alexandersanchez.exemplars1,
religionid,2,11641753,alexandersanchez.exemplars1,
genoccupation,25-,11641753,alexandersanchez.exemplars1,
occupation,25-9000,11641753,alexandersanchez.exemplars1,
education,9,11641753,alexandersanchez.exemplars1,
gender,f,11641753,alexandersanchez.exemplars1,
relfamily,interfaith,11641753,alexandersanchez.exemplars1,
religion,otherrelig,11641753,alexandersanchez.exemplars1,
citizenship,us,11641753,alexandersanchez.exemplars1,
residence,us,11641753,alexandersanchez.exemplars1,
raceethnic,white,11641753,alexandersanchez.exemplars1,
state,wi,11641753,alexandersanchez.exemplars1,
religionid,1,11641756,alexandersanchez.exemplars1,
birthyear,1997,11641756,alexandersanchez.exemplars1,
politicalid,2,11641756,alexandersanchez.exemplars1,
genoccupation,25-,11641756,alexandersanchez.exemplars1,
occupation,25-2000,11641756,alexandersanchez.exemplars1,
education,7,11641756,alexandersanchez.exemplars1,
birthmonth,8,11641756,alexandersanchez.exemplars1,
religion,catholic,11641756,alexandersanchez.exemplars1,
gender,m,11641756,alexandersanchez.exemplars1,
relfamily,null,11641756,alexandersanchez.exemplars1,
state,null,11641756,alexandersanchez.exemplars1,
citizenship,us,11641756,alexandersanchez.exemplars1,
residence,us,11641756,alexandersanchez.exemplars1,
raceethnic,white,11641756,alexandersanchez.exemplars1,
politicalid,0,11641757,alexandersanchez.exemplars1,
birthyear,1965,11641757,alexandersanchez.exemplars1,
birthmonth,2,11641757,alexandersanchez.exemplars1,
education,9,11641757,alexandersanchez.exemplars1,
raceethnic,black,11641757,alexandersanchez.exemplars1,
gender,f,11641757,alexandersanchez.exemplars1,
genoccupation,null,11641757,alexandersanchez.exemplars1,
religion,null,11641757,alexandersanchez.exemplars1,
religionid,null,11641757,alexandersanchez.exemplars1,
state,pa,11641757,alexandersanchez.exemplars1,
citizenship,us,11641757,alexandersanchez.exemplars1,
residence,us,11641757,alexandersanchez.exemplars1,
birthyear,1995,11641758,alexandersanchez.exemplars1,
religionid,2,11641758,alexandersanchez.exemplars1,
genoccupation,25-,11641758,alexandersanchez.exemplars1,
occupation,25-2000,11641758,alexandersanchez.exemplars1,
politicalid,3,11641758,alexandersanchez.exemplars1,
birthmonth,4,11641758,alexandersanchez.exemplars1,
education,7,11641758,alexandersanchez.exemplars1,
reldenom,evangelicallutheran,11641758,alexandersanchez.exemplars1,
relfamily,lutheran,11641758,alexandersanchez.exemplars1,
gender,m,11641758,alexandersanchez.exemplars1,
state,mn,11641758,alexandersanchez.exemplars1,
religion,protestant,11641758,alexandersanchez.exemplars1,
citizenship,us,11641758,alexandersanchez.exemplars1,
residence,us,11641758,alexandersanchez.exemplars1,
raceethnic,white,11641758,alexandersanchez.exemplars1,
politicalid,0,11641759,alexandersanchez.exemplars1,
birthmonth,12,11641759,alexandersanchez.exemplars1,
birthyear,1947,11641759,alexandersanchez.exemplars1,
genoccupation,25-,11641759,alexandersanchez.exemplars1,
religionid,3,11641759,alexandersanchez.exemplars1,
education,5,11641759,alexandersanchez.exemplars1,
gender,f,11641759,alexandersanchez.exemplars1,
relfamily,methodist,11641759,alexandersanchez.exemplars1,
occupation,null,11641759,alexandersanchez.exemplars1,
state,pa,11641759,alexandersanchez.exemplars1,
religion,protestant,11641759,alexandersanchez.exemplars1,
reldenom,unitedmethodist,11641759,alexandersanchez.exemplars1,
citizenship,us,11641759,alexandersanchez.exemplars1,
residence,us,11641759,alexandersanchez.exemplars1,
raceethnic,white,11641759,alexandersanchez.exemplars1,
politicalid,0,11641762,alexandersanchez.exemplars1,
birthmonth,11,11641762,alexandersanchez.exemplars1,
birthyear,1975,11641762,alexandersanchez.exemplars1,
genoccupation,25-,11641762,alexandersanchez.exemplars1,
education,9,11641762,alexandersanchez.exemplars1,
gender,m,11641762,alexandersanchez.exemplars1,
occupation,null,11641762,alexandersanchez.exemplars1,
religion,null,11641762,alexandersanchez.exemplars1,
religionid,null,11641762,alexandersanchez.exemplars1,
state,null,11641762,alexandersanchez.exemplars1,
citizenship,us,11641762,alexandersanchez.exemplars1,
residence,us,11641762,alexandersanchez.exemplars1,
raceethnic,white,11641762,alexandersanchez.exemplars1,
politicalid,0,11641763,alexandersanchez.exemplars1,
birthyear,1968,11641763,alexandersanchez.exemplars1,
genoccupation,25-,11641763,alexandersanchez.exemplars1,
occupation,25-2000,11641763,alexandersanchez.exemplars1,
birthmonth,3,11641763,alexandersanchez.exemplars1,
religionid,3,11641763,alexandersanchez.exemplars1,
education,7,11641763,alexandersanchez.exemplars1,
gender,f,11641763,alexandersanchez.exemplars1,
relfamily,lutheran,11641763,alexandersanchez.exemplars1,
reldenom,otherlutheran,11641763,alexandersanchez.exemplars1,
state,pa,11641763,alexandersanchez.exemplars1,
religion,protestant,11641763,alexandersanchez.exemplars1,
citizenship,us,11641763,alexandersanchez.exemplars1,
residence,us,11641763,alexandersanchez.exemplars1,
raceethnic,white,11641763,alexandersanchez.exemplars1,
politicalid,0,11641764,alexandersanchez.exemplars1,
religionid,1,11641764,alexandersanchez.exemplars1,
birthmonth,10,11641764,alexandersanchez.exemplars1,
birthyear,1979,11641764,alexandersanchez.exemplars1,
genoccupation,25-,11641764,alexandersanchez.exemplars1,
occupation,25-3000,11641764,alexandersanchez.exemplars1,
education,9,11641764,alexandersanchez.exemplars1,
religion,catholic,11641764,alexandersanchez.exemplars1,
gender,m,11641764,alexandersanchez.exemplars1,
state,pa,11641764,alexandersanchez.exemplars1,
relfamily,romancatholic,11641764,alexandersanchez.exemplars1,
residence,sm,11641764,alexandersanchez.exemplars1,
citizenship,us,11641764,alexandersanchez.exemplars1,
raceethnic,white,11641764,alexandersanchez.exemplars1,
politicalid,0,11641767,alexandersanchez.exemplars1,
birthyear,1977,11641767,alexandersanchez.exemplars1,
genoccupation,25-,11641767,alexandersanchez.exemplars1,
religionid,3,11641767,alexandersanchez.exemplars1,
education,6,11641767,alexandersanchez.exemplars1,
birthmonth,7,11641767,alexandersanchez.exemplars1,
religion,catholic,11641767,alexandersanchez.exemplars1,
gender,f,11641767,alexandersanchez.exemplars1,
raceethnic,hispanic,11641767,alexandersanchez.exemplars1,
occupation,null,11641767,alexandersanchez.exemplars1,
state,null,11641767,alexandersanchez.exemplars1,
relfamily,otherorthodox,11641767,alexandersanchez.exemplars1,
residence,sm,11641767,alexandersanchez.exemplars1,
citizenship,us,11641767,alexandersanchez.exemplars1,
politicalid,-2,11641769,alexandersanchez.exemplars1,
education,13,11641769,alexandersanchez.exemplars1,
birthyear,1968,11641769,alexandersanchez.exemplars1,
religionid,2,11641769,alexandersanchez.exemplars1,
genoccupation,25-,11641769,alexandersanchez.exemplars1,
occupation,25-2000,11641769,alexandersanchez.exemplars1,
birthmonth,null,11641769,alexandersanchez.exemplars1,
gender,null,11641769,alexandersanchez.exemplars1,
relfamily,null,11641769,alexandersanchez.exemplars1,
